,Name,games_played,minutes_played,points_scored,goals_scored,goals_attempted,3_point_scored,3_point_attempted,free_throws_scored,free_throws_attempted,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnover,5Yrs,Unnamed: 0,id,name,season
184,Michael Anderson,36,20.3,5.7,2.0,4.9,0.0,0.2,1.6,2.3,1.2,1.3,4.3,1.2,0.1,2.3,0,,,,
185,Michael Anderson,65,18.5,7.4,2.9,5.8,0.0,0.1,1.5,2.7,1.8,2.7,1.0,1.0,0.3,1.2,0,,,,
186,Vinny Del Negro,80,19.5,7.1,3.0,6.3,0.1,0.3,1.1,1.3,0.6,1.5,2.6,0.8,0.2,1.0,1,,,,
187,Kelvin Upshaw,32,19.3,6.8,3.1,6.6,0.1,0.5,0.6,0.8,0.3,1.2,3.7,0.8,0.1,1.7,0,,,,
188,Derrick Chievous,81,19.0,9.3,3.4,7.8,0.1,0.3,2.4,3.0,1.4,1.8,1.0,0.6,0.1,1.7,0,,,,
189,Ledell Eackles,80,18.2,11.5,4.0,9.2,0.1,0.5,3.4,4.3,1.3,1.0,1.5,0.5,0.1,1.6,1,,,,
190,Harvey Grant,71,16.8,5.6,2.5,5.5,0.0,0.0,0.5,0.8,1.1,1.2,1.1,0.5,0.4,0.4,1,,,,
191,Rod Strickland,81,16.8,8.9,3.3,7.0,0.2,0.7,2.1,2.9,0.6,1.3,3.9,1.2,0.0,1.8,1,,,,
192,Scott Brooks,82,16.7,5.2,1.9,4.5,0.7,1.9,0.7,0.8,0.2,0.9,3.7,0.8,0.0,0.8,1,,,,
193,Todd Mitchell,24,14.7,5.1,1.8,4.0,0.0,0.0,1.5,2.7,0.8,1.3,0.9,0.7,0.1,1.4,0,,,,
194,John Shasky,65,14.5,5.5,1.9,3.8,0.0,0.0,1.8,2.6,1.5,2.1,0.3,0.2,0.2,0.7,0,,,,
195,Mark Bryant,56,14.3,5.0,2.1,4.4,0.0,0.0,0.7,1.2,1.2,2.0,0.6,0.4,0.1,0.7,1,,,,
196,Mark Bryant,36,7.0,1.6,0.7,1.6,0.0,0.0,0.3,0.4,0.7,1.2,0.2,0.1,0.1,0.3,1,,,,
197,Shelton Jones,51,13.4,4.8,1.8,4.1,0.0,0.0,1.1,1.6,0.6,1.6,0.8,0.4,0.3,0.9,0,,,,
198,Eric Leckner,75,10.4,4.3,1.6,2.9,0.0,0.0,1.1,1.5,0.6,2.0,0.2,0.1,0.3,0.9,1,,,,
199,Jerome Lane,54,10.2,4.8,2.0,4.7,0.0,0.1,0.8,2.1,1.6,2.1,1.1,0.4,0.1,0.9,1,,,,
200,Tim Perry,62,9.9,4.1,1.7,3.2,0.0,0.1,0.6,1.0,1.0,1.1,0.3,0.3,0.5,0.6,1,,,,
201,Jim Les,82,9.5,1.7,0.5,1.6,0.0,0.2,0.7,0.9,0.3,0.8,2.6,0.3,0.1,1.1,1,,,,
202,Craig Neal,53,9.4,2.2,0.8,2.3,0.2,0.6,0.3,0.4,0.1,0.4,2.2,0.5,0.1,1.0,0,,,,
203,David Rivers,47,9.4,2.9,1.0,2.6,0.0,0.1,0.7,0.9,0.3,0.6,2.3,0.5,0.2,1.3,0,,,,
204,John Starks,36,8.8,4.1,1.4,3.5,0.3,0.7,0.9,1.4,0.4,0.7,0.8,0.6,0.1,1.1,1,,,,
205,Andrew Lang,62,8.5,2.6,1.0,1.9,0.0,0.0,0.6,1.0,0.9,1.5,0.1,0.3,0.8,0.5,1,,,,
206,Bill Jones,37,8.3,3.5,1.4,2.8,0.0,0.0,0.8,1.2,0.5,0.7,0.5,0.5,0.2,0.5,0,,,,
207,Charles Shackleford,60,8.1,3.1,1.4,2.8,0.0,0.0,0.4,0.7,0.8,1.7,0.4,0.3,0.3,0.5,1,,,,
208,Morlon Wiley,51,8.0,2.2,0.9,2.2,0.1,0.5,0.3,0.3,0.3,0.7,1.5,0.5,0.1,0.7,1,,,,
209,Randolph Keys,42,7.9,4.0,1.8,4.1,0.0,0.2,0.5,0.7,0.5,0.8,0.5,0.3,0.1,0.5,1,,,,
210,Mark Davis,33,7.8,3.8,1.5,3.1,0.0,0.3,0.8,1.0,0.5,0.6,0.4,0.4,0.1,0.4,1,,,,
211,Mark Davis,57,10.0,3.3,1.0,2.6,0.1,0.2,1.3,2.0,1.0,1.2,0.8,0.7,0.4,1.2,1,,,,
212,Troy Williams,24,17.4,5.3,2.1,5.1,0.4,1.7,0.6,1.0,0.3,1.6,0.8,1.0,0.4,1.1,0,,,,
213,Hollis Thompson,77,22.6,6.0,2.2,4.8,0.9,2.2,0.7,0.9,0.9,2.3,0.9,0.7,0.2,0.8,0,12.0,203138.0,Hollis Thompson,2013.0
214,Ron Grandison,72,7.3,2.5,0.8,2.0,0.0,0.1,0.8,1.1,0.7,0.6,0.6,0.3,0.0,0.5,0,,,,
215,Micheal Williams,49,7.3,2.6,1.0,2.6,0.0,0.2,0.6,1.0,0.2,0.4,1.4,0.3,0.1,0.9,1,,,,
216,Anthony Frederick,46,6.8,3.3,1.4,2.7,0.0,0.1,0.5,0.7,0.6,0.6,0.4,0.3,0.1,0.7,0,,,,
217,Avery Johnson,43,6.8,1.6,0.7,1.9,0.0,0.2,0.2,0.4,0.3,0.3,1.7,0.5,0.1,0.4,1,,,,
218,Everette Stephens,35,6.0,1.9,0.7,2.1,0.1,0.3,0.5,0.6,0.3,0.3,1.1,0.3,0.1,0.8,0,,,,
219,Jack Haley,51,5.7,2.2,0.7,1.5,0.0,0.0,0.7,0.9,0.4,1.0,0.2,0.2,0.0,0.5,1,,,,
220,Duane Ferrell,41,5.6,2.4,0.9,2.0,0.0,0.0,0.7,1.1,0.5,0.5,0.2,0.2,0.1,0.3,1,,,,
221,Mark Jackson,82,39.6,13.6,5.3,12.4,0.4,1.5,2.5,3.2,1.5,3.4,10.6,2.5,0.1,3.1,1,,,,
222,Kenny Smith,61,35.6,13.8,5.4,11.4,0.2,0.6,2.7,3.3,0.7,1.6,7.1,1.5,0.1,3.0,1,,,,
223,Nate Wolters,58,22.6,7.2,2.9,6.7,0.3,1.1,1.0,1.6,0.6,2.0,3.2,0.6,0.3,1.0,0,8.0,203489.0,Nate Wolters,2013.0
224,Armen Gilliam,55,32.9,14.8,6.2,13.1,0.0,0.0,2.4,3.5,2.4,5.5,1.3,1.1,0.5,2.2,1,,,,
225,Winston Garland,67,31.7,12.4,5.1,11.6,0.2,0.6,2.1,2.3,1.0,2.4,6.4,1.7,0.1,2.5,1,,,,
226,Joe Wolf,42,27.1,7.6,3.2,8.0,0.1,0.4,1.1,1.3,1.2,3.2,2.3,0.9,0.4,1.8,1,,,,
227,Reggie Williams,35,24.5,10.4,4.3,12.2,0.4,1.7,1.4,1.9,1.6,1.8,1.7,0.8,0.6,1.8,1,,,,
228,Greg Anderson,82,24.2,11.7,4.6,9.2,0.0,0.1,2.4,4.0,2.0,4.3,1.0,0.7,1.5,1.7,1,,,,
229,Kevin Johnson,80,24.0,9.2,3.4,7.5,0.1,0.3,2.2,2.6,0.5,1.9,5.5,1.3,0.3,1.8,1,,,,
230,Horace Grant,81,22.6,7.7,3.1,6.3,0.0,0.0,1.4,2.2,1.9,3.6,1.1,0.6,0.7,1.1,1,,,,
231,Reggie Miller*,82,22.4,10.0,3.7,7.6,0.7,2.1,1.8,2.3,1.2,1.2,1.6,0.7,0.2,1.2,1,,,,
232,Dennis Hopson,61,22.4,9.6,3.6,9.0,0.2,0.7,2.1,2.9,1.0,1.3,1.9,0.9,0.4,1.9,1,,,,
233,Ken Norman,66,21.7,8.6,3.7,7.6,0.0,0.2,1.3,2.6,1.5,2.5,1.2,0.7,0.5,1.6,1,,,,
234,Ryan Kelly,59,22.2,8.0,2.7,6.3,0.8,2.4,1.9,2.3,0.7,3.0,1.6,0.5,0.8,0.8,0,6.0,203527.0,Ryan Kelly,2013.0
235,Scottie Pippen*,79,20.9,7.9,3.3,7.1,0.1,0.3,1.3,2.2,1.5,2.3,2.1,1.1,0.7,1.7,1,,,,
236,Derrick McKey,82,20.8,8.5,3.1,6.3,0.1,0.4,2.1,2.7,1.4,2.6,1.3,0.8,0.8,1.3,1,,,,
237,Muggsy Bogues,79,20.6,5.0,2.1,5.4,0.0,0.2,0.7,0.9,0.4,1.3,5.1,1.6,0.0,1.3,1,,,,
238,Tellis Frank,78,20.5,8.1,3.1,7.2,0.0,0.0,1.9,2.7,1.2,3.0,1.4,0.7,0.3,1.4,1,,,,
239,Ricky Wilson,24,17.5,5.2,1.8,4.6,0.4,1.1,1.2,1.7,0.1,1.0,2.9,1.0,0.1,1.0,0,,,,
240,Dave Hoppen,39,16.5,5.7,2.2,4.7,0.0,0.0,1.4,1.6,1.5,3.0,0.8,0.3,0.1,0.9,1,,,,
241,Dallas Comegys,75,15.0,5.6,2.1,4.8,0.0,0.0,1.4,2.0,0.7,2.2,0.9,0.5,0.9,1.6,0,,,,
242,Mark Acres,79,14.6,3.6,1.4,2.6,0.0,0.0,0.9,1.4,1.3,2.1,0.5,0.4,0.3,0.7,1,,,,
243,Michael Jackson,58,13.1,2.7,1.1,2.9,0.1,0.4,0.4,0.6,0.3,0.7,3.1,0.3,0.1,1.0,0,,,,
244,Tony White,49,11.9,5.3,2.3,5.1,0.0,0.1,0.8,1.1,0.2,0.4,1.2,0.4,0.0,1.0,0,,,,
245,Brad Lohaus,70,10.3,4.2,1.7,3.5,0.0,0.2,0.7,0.9,0.7,1.3,0.7,0.3,0.6,0.8,1,,,,
246,Milt Wagner,40,9.5,3.8,1.6,3.7,0.1,0.3,0.7,0.7,0.1,0.6,1.5,0.1,0.1,0.6,0,,,,
247,Chris Dudley,55,9.3,3.1,1.2,2.5,0.0,0.0,0.7,1.3,1.3,1.3,0.4,0.2,0.3,0.6,1,,,,
248,Clinton Wheeler,59,8.7,2.5,1.1,2.2,0.0,0.0,0.4,0.6,0.3,0.4,1.7,0.6,0.0,0.9,0,,,,
249,Billy Donovan,44,8.3,2.4,1.0,2.5,0.0,0.2,0.4,0.5,0.1,0.5,2.0,0.4,0.0,0.9,0,,,,
250,Reggie Lewis,49,8.3,4.5,1.8,3.9,0.0,0.1,0.8,1.2,0.6,0.7,0.5,0.3,0.3,0.6,1,,,,
251,Martin Nessley,44,7.6,1.1,0.5,1.2,0.0,0.0,0.2,0.4,0.5,1.3,0.4,0.2,0.3,0.5,0,,,,
252,John Stroeder,41,6.6,1.9,0.7,1.9,0.0,0.0,0.5,0.7,0.6,1.1,0.5,0.1,0.3,0.6,0,,,,
253,Bart Kofoed,36,6.3,1.3,0.5,1.3,0.1,0.2,0.2,0.4,0.1,0.3,0.6,0.2,0.0,0.5,1,,,,
254,Ray McCallum,45,19.9,6.2,2.5,6.7,0.5,1.3,0.7,1.0,0.4,1.4,2.7,0.5,0.2,0.9,0,11.0,203492.0,Ray McCallum,2013.0
255,Ralph Lewis,50,6.2,1.7,0.5,1.7,0.0,0.0,0.6,1.0,0.3,0.7,0.3,0.3,0.1,0.4,0,,,,
256,Ron Harper,82,37.4,22.9,9.0,19.7,0.2,1.1,4.7,6.9,2.1,2.7,4.8,2.5,1.0,4.2,1,,,,
257,Chuck Person,82,36.0,18.8,7.7,16.6,0.6,1.7,2.7,3.6,2.0,6.2,3.6,1.1,0.2,2.6,1,,,,
258,Hot Rod Williams,80,33.9,14.6,5.4,11.2,0.0,0.0,3.7,5.0,2.8,5.1,1.9,0.7,2.1,1.7,1,,,,
259,Brad Daugherty,80,33.7,15.7,6.1,11.3,0.0,0.0,3.5,5.0,1.9,6.2,3.8,0.6,0.8,3.1,1,,,,
260,Nate McMillan,71,27.8,5.3,2.0,4.2,0.0,0.1,1.2,2.0,1.4,3.2,8.2,1.8,0.6,2.2,1,,,,
261,Kenny Walker,68,25.3,10.4,4.2,8.5,0.0,0.1,2.1,2.7,1.7,3.2,1.1,0.7,0.7,1.1,1,,,,
262,Walter Berry,63,25.2,15.9,6.5,12.2,0.0,0.0,3.0,4.6,2.2,2.7,1.7,0.6,0.6,2.4,0,,,,
263,John Williams,78,22.7,9.2,3.6,8.0,0.1,0.5,1.8,2.9,1.7,3.0,2.4,1.6,0.4,1.6,1,,,,
264,Kentavious Caldwell-Pope,80,19.8,5.9,2.3,5.8,0.7,2.3,0.6,0.8,0.5,1.5,0.7,0.9,0.1,0.3,0,,,,
265,Brad Sellers,80,21.9,8.5,3.5,7.6,0.0,0.1,1.6,2.2,1.9,2.7,1.3,0.6,0.8,1.1,1,,,,
266,David Wingate,77,20.9,8.8,3.4,7.8,0.2,0.7,1.9,2.6,0.9,1.1,2.0,1.2,0.3,1.7,1,,,,
267,Johnny Dawkins,81,20.8,10.3,4.1,9.4,0.2,0.6,1.9,2.4,0.7,1.4,3.6,0.8,0.0,1.5,1,,,,
268,William Bedford,50,19.6,6.7,2.8,7.2,0.0,0.0,1.0,1.7,1.6,3.3,1.1,0.4,0.7,1.7,1,,,,
269,Jeff Hornacek,80,19.5,5.3,2.0,4.4,0.2,0.5,1.2,1.5,0.5,1.8,4.5,0.9,0.1,1.9,1,,,,
270,Roy Tarpley,75,18.7,7.5,3.1,6.7,0.0,0.0,1.3,1.9,2.4,4.7,0.7,0.8,1.1,1.4,1,,,,
271,Mark Price,67,18.2,6.9,2.6,6.3,0.3,1.0,1.4,1.7,0.5,1.3,3.0,0.6,0.1,1.6,1,,,,
272,John Salley,82,17.8,5.3,2.0,3.5,0.0,0.0,1.3,2.1,1.3,2.3,0.7,0.5,1.5,0.9,1,,,,
273,Mark Alarie,64,17.3,7.9,3.4,6.9,0.0,0.1,1.0,1.6,1.1,2.2,1.2,0.3,0.4,0.9,1,,,,
274,Ben Coleman,68,15.1,6.6,2.7,4.6,0.0,0.0,1.3,1.8,1.5,2.8,0.5,0.5,0.5,1.4,1,,,,
275,Dennis Rodman*,77,15.0,6.5,2.8,5.1,0.0,0.0,1.0,1.6,2.1,2.2,0.7,0.5,0.6,1.2,1,,,,
276,Larry Krystkowiak,68,14.8,6.6,2.5,5.5,0.0,0.2,1.6,2.2,1.1,2.4,1.3,0.3,0.2,1.0,1,,,,
277,Kenny Gattison,77,14.3,5.2,1.9,4.0,0.0,0.0,1.4,2.2,1.1,2.4,0.5,0.3,0.4,1.1,1,,,,
278,Tim Kempton,66,14.2,4.4,1.5,3.1,0.0,0.0,1.4,2.1,1.1,1.9,0.8,0.6,0.2,0.7,1,,,,
279,Harold Pressley,67,13.6,4.6,2.0,4.7,0.1,0.4,0.5,0.7,1.0,1.6,1.8,0.6,0.3,0.9,0,,,,
280,Kevin Duckworth,65,13.5,5.4,2.0,4.2,0.0,0.0,1.4,2.1,1.2,2.3,0.4,0.3,0.3,1.2,1,,,,
281,Anthony Jones,65,13.2,5.0,2.0,5.0,0.1,0.3,0.8,1.0,0.6,1.0,1.1,0.7,0.3,0.8,0,,,,
282,Mike Brown,62,13.2,4.2,1.7,3.2,0.0,0.0,0.7,1.2,1.1,2.3,0.4,0.3,0.1,0.9,1,,,,
283,Grant Gondrezick,64,13.1,5.5,2.1,4.7,0.1,0.3,1.2,1.7,0.7,1.0,1.3,0.4,0.1,0.9,0,,,,
284,Billy Thompson,59,12.9,5.6,2.4,4.4,0.0,0.0,0.8,1.3,1.2,1.7,1.0,0.3,0.5,1.0,1,,,,
285,Mason Plumlee,70,18.2,7.4,2.8,4.3,0.0,0.0,1.7,2.8,1.4,3.0,0.9,0.7,0.8,1.1,0,,,,
286,Rafael Addison,62,11.5,5.8,2.4,5.3,0.3,0.8,0.8,1.0,0.7,1.0,0.7,0.4,0.1,0.9,1,,,,
287,Chris Washburn,35,11.0,3.8,1.6,4.1,0.0,0.0,0.5,1.5,1.0,1.9,0.5,0.2,0.2,1.1,0,,,,
288,Keith Smith,42,11.0,3.3,1.4,3.6,0.1,0.2,0.5,0.7,0.3,0.5,1.0,0.6,0.1,0.7,0,,,,
289,Johnny Newman,59,10.7,5.0,1.9,4.7,0.0,0.4,1.1,1.3,0.6,0.6,0.5,0.3,0.1,0.8,1,,,,
290,Johnny Rogers,45,10.4,4.2,2.0,4.1,0.0,0.1,0.2,0.3,0.7,1.0,0.6,0.2,0.2,0.4,0,,,,
291,Dell Curry,67,9.5,4.9,2.1,4.9,0.3,0.9,0.4,0.6,0.4,0.7,0.9,0.4,0.1,0.7,1,,,,
292,Buck Johnson,60,8.7,3.8,1.6,3.4,0.0,0.0,0.7,1.0,0.6,0.8,0.7,0.3,0.3,0.6,1,,,,
293,Clinton Smith,41,8.3,3.1,1.2,2.9,0.0,0.0,0.7,0.9,0.6,0.7,1.1,0.3,0.0,0.6,0,,,,
294,Dave Feitl,62,8.0,3.7,1.4,3.3,0.0,0.0,0.9,1.1,0.6,1.3,0.4,0.1,0.1,0.6,1,,,,
295,Bob Martin,43,6.7,3.4,1.2,3.1,0.1,0.3,1.0,1.5,0.3,0.7,0.8,0.3,0.1,0.8,0,,,,
296,Bob Martin,53,10.1,2.1,0.8,1.7,0.0,0.0,0.6,1.0,0.7,1.5,0.3,0.1,0.6,0.6,0,,,,
297,Conner Henry,54,6.0,2.3,0.9,2.5,0.2,0.8,0.3,0.5,0.1,0.5,0.6,0.2,0.0,0.5,0,,,,
298,Patrick Ewing,50,35.4,20.0,7.7,16.3,0.0,0.1,4.5,6.1,2.5,6.5,2.0,1.1,2.1,3.4,0,,,,
299,Xavier McDaniel,82,33.0,17.1,7.0,14.3,0.0,0.1,3.0,4.4,3.7,4.2,2.4,1.2,0.5,3.0,1,,,,
300,Karl Malone*,81,30.6,14.9,6.2,12.5,0.0,0.0,2.4,5.0,2.1,6.7,2.9,1.3,0.5,3.4,1,,,,
301,Wayman Tisdale,81,28.1,14.7,6.4,12.4,0.0,0.0,2.0,2.9,2.4,4.9,1.0,0.4,0.5,2.3,1,,,,
302,Benoit Benjamin,79,26.4,11.1,4.1,8.4,0.0,0.0,2.9,3.9,2.0,5.6,1.0,0.8,2.6,1.8,1,,,,
303,Chris Mullin*,55,25.3,14.0,5.2,11.3,0.1,0.5,3.4,3.8,0.8,1.3,1.9,1.3,0.4,1.4,1,,,,
304,Gerald Wilkins,81,25.0,12.5,5.4,11.5,0.1,0.3,1.6,2.9,1.1,1.4,2.0,0.8,0.1,1.9,1,,,,
305,Joe Dumars*,82,23.9,9.4,3.5,7.3,0.1,0.2,2.3,2.9,0.7,0.7,4.8,0.8,0.1,1.9,1,,,,
306,Cody Zeller,82,17.3,6.0,2.1,4.9,0.0,0.0,1.8,2.4,1.4,2.9,1.1,0.5,0.5,1.1,0,,,,
307,Charles Oakley,77,23.0,9.6,3.6,7.0,0.0,0.0,2.3,3.5,3.3,5.3,1.7,0.9,0.4,2.3,1,,,,
308,Jon Koncak,82,20.7,8.3,3.2,6.3,0.0,0.0,1.9,3.1,2.1,3.6,0.7,0.5,0.8,1.4,1,,,,
309,Keith Lee,58,20.6,7.4,3.1,6.6,0.0,0.2,1.3,1.7,2.0,4.1,1.2,0.5,0.6,1.3,0,,,,
310,Ed Pinckney,80,20.0,8.5,3.2,5.7,0.0,0.0,2.1,3.2,1.2,2.7,1.1,0.9,0.5,1.9,1,,,,
311,A.C. Green,82,18.8,6.4,2.5,4.7,0.0,0.1,1.2,2.0,2.0,2.7,0.7,0.6,0.6,1.2,1,,,,
312,Bob Thornton,71,18.6,4.7,1.8,3.9,0.0,0.0,1.2,2.3,1.6,2.5,0.6,0.4,0.1,1.2,1,,,,
313,Terry Catledge,64,17.1,7.7,3.2,6.7,0.0,0.1,1.4,2.2,1.7,2.6,0.3,0.5,0.1,1.1,1,,,,
314,Spud Webb,79,15.6,7.8,2.5,5.2,0.0,0.1,2.7,3.5,0.3,1.2,4.3,1.0,0.1,2.0,1,,,,
315,Terry Porter,79,15.4,7.1,2.7,5.7,0.2,0.5,1.6,2.0,0.4,1.0,2.5,1.0,0.0,1.3,1,,,,
316,Marquese Chriss,34,17.1,7.0,2.7,6.3,0.6,2.1,1.0,1.7,1.1,2.2,0.5,0.5,0.5,1.2,0,,,,
317,Nick Calathes,71,16.5,4.9,2.0,4.4,0.3,0.9,0.6,1.0,0.3,1.6,2.9,0.9,0.1,1.4,0,16.0,201979.0,Nick Calathes,2013.0
318,Carey Scurry,78,15.0,4.7,1.8,3.9,0.0,0.1,1.0,1.6,1.2,1.9,1.1,1.0,0.8,1.2,0,,,,
319,Dirk Minniefield,76,14.9,5.5,2.2,4.6,0.1,0.5,1.0,1.2,0.6,1.2,3.5,0.9,0.0,1.4,0,,,,
320,Joe Kleine,80,14.8,5.2,2.0,4.3,0.0,0.0,1.2,1.6,1.4,3.3,0.6,0.3,0.4,1.3,1,,,,
321,Alfredrick Hughes,68,12.7,5.2,2.2,5.5,0.0,0.3,0.7,1.2,0.7,0.9,0.9,0.4,0.1,0.9,0,,,,
322,Ken Johnson,64,12.7,4.1,1.8,3.3,0.0,0.0,0.6,1.3,1.4,2.4,0.3,0.2,0.3,0.9,0,,,,
323,Pete Williams,53,10.8,2.8,1.3,2.1,0.0,0.0,0.3,0.8,0.9,1.9,0.3,0.4,0.4,0.4,0,,,,
324,Bill Martin,66,10.5,5.0,2.2,4.5,0.0,0.1,0.7,0.8,0.6,0.9,0.8,0.3,0.1,0.9,0,,,,
325,Tony Snell,77,16.0,4.5,1.7,4.4,0.7,2.3,0.4,0.5,0.2,1.4,0.9,0.4,0.2,0.6,0,,,,
326,Fred Cofield,45,10.4,3.7,1.7,4.1,0.1,0.3,0.3,0.4,0.1,0.9,1.8,0.4,0.1,1.1,0,,,,
327,Dwayne McClain,45,10.2,3.5,1.5,4.0,0.0,0.2,0.4,0.8,0.3,0.4,1.5,0.8,0.1,0.9,0,,,,
328,John Battle,64,10.0,4.3,1.6,3.5,0.0,0.1,1.2,1.6,0.2,0.8,1.2,0.4,0.1,0.7,1,,,,
329,Jerry Reynolds,55,9.2,3.7,1.3,2.9,0.0,0.0,1.1,1.9,0.7,0.8,1.6,0.8,0.3,0.9,1,,,,
330,Steve Harris,57,8.5,4.5,1.8,4.1,0.0,0.1,0.9,0.9,0.4,0.6,0.9,0.4,0.1,0.6,1,,,,
331,Lorenzo Charles,36,7.6,3.4,1.4,2.4,0.0,0.0,0.7,1.0,0.4,0.7,0.2,0.1,0.2,0.5,0,,,,
332,Sam Vincent,57,7.6,3.2,1.0,2.8,0.0,0.1,1.1,1.2,0.2,0.6,1.2,0.3,0.1,0.9,1,,,,
333,Blair Rasmussen,48,6.9,3.2,1.3,3.1,0.0,0.0,0.6,0.8,0.8,1.3,0.3,0.1,0.2,0.8,1,,,,
334,Phil Pressey,75,15.1,2.8,1.0,3.4,0.4,1.4,0.4,0.6,0.3,1.1,3.2,0.9,0.1,1.2,0,30.0,203515.0,Phil Pressey,2013.0
335,Michael Jordan*,82,38.3,28.2,10.2,19.8,0.1,0.6,7.7,9.1,2.0,4.5,5.9,2.4,0.8,3.5,1,,,,
336,Vern Fleming,80,31.1,14.1,5.4,11.5,0.0,0.1,3.3,4.2,1.9,2.2,3.1,1.2,0.1,2.5,1,,,,
337,Sam Bowie,76,29.2,10.0,3.9,7.3,0.0,0.0,2.1,3.0,2.7,5.9,2.8,0.7,2.7,2.3,1,,,,
338,Charles Barkley*,82,28.6,14.0,5.2,9.5,0.0,0.1,3.6,4.9,3.2,5.3,1.9,1.2,1.0,2.5,1,,,,
339,Sam Perkins,82,28.3,11.0,4.2,9.0,0.1,0.4,2.4,3.0,2.3,5.1,1.6,0.8,0.8,1.2,1,,,,
340,Jay Humphries,80,25.8,8.8,3.5,7.8,0.1,0.3,1.8,2.1,0.4,1.7,4.4,1.3,0.1,2.1,1,,,,
341,Melvin Turpin,79,24.7,10.6,4.6,9.0,0.0,0.0,1.4,1.8,2.0,3.8,0.5,0.5,1.1,1.5,1,,,,
342,Otis Thorpe,82,23.4,12.8,5.0,8.4,0.0,0.0,2.8,4.5,2.3,4.5,1.4,0.4,0.5,2.3,1,,,,
343,Kevin Willis,82,21.8,9.3,3.9,8.4,0.0,0.1,1.5,2.2,2.2,4.2,0.4,0.4,0.6,1.3,1,,,,
344,Michael Cage,75,21.5,7.1,2.9,5.3,0.0,0.0,1.3,1.8,1.7,3.5,0.7,0.6,0.4,1.1,1,,,,
345,Alvin Robertson,79,21.3,9.2,3.8,7.6,0.1,0.1,1.6,2.1,1.5,1.9,3.5,1.6,0.3,2.1,1,,,,
346,Tim McCormick,78,20.3,9.3,3.4,6.2,0.0,0.0,2.4,3.4,1.9,3.2,1.0,0.2,0.4,1.5,1,,,,
347,Charles Jones,78,20.1,8.4,3.0,5.8,0.0,0.1,2.3,3.6,1.8,3.3,1.6,0.6,0.8,1.8,1,,,,
348,Charles Jones,29,16.4,3.7,1.3,4.2,0.7,2.1,0.4,0.8,0.3,1.1,1.4,0.6,0.2,1.0,1,,,,
349,Jeff Turner,72,19.8,5.8,2.4,5.2,0.0,0.0,1.1,1.3,1.2,1.8,1.5,0.4,0.1,1.3,1,,,,
350,Tony Brown,82,19.3,6.6,2.6,5.7,0.0,0.1,1.4,2.1,1.8,1.7,1.9,0.7,0.1,1.4,1,,,,
351,Antoine Carr,62,19.3,8.0,3.2,6.0,0.0,0.1,1.6,2.1,1.3,2.5,1.3,0.5,1.3,1.7,1,,,,
352,Steve Colter,78,18.7,7.1,2.8,6.1,0.3,0.9,1.3,1.7,0.5,1.4,3.1,1.0,0.1,1.4,1,,,,
353,Ken Bannister,75,18.7,6.8,2.8,5.9,0.0,0.0,1.2,2.6,1.4,3.0,0.5,0.5,0.5,1.9,1,,,,
354,John Stockton*,82,18.2,5.6,1.9,4.1,0.0,0.1,1.7,2.4,0.3,1.0,5.1,1.3,0.1,1.8,1,,,,
355,Terence Stansbury,74,17.3,7.1,2.8,6.2,0.1,0.3,1.4,1.7,0.5,1.0,1.7,0.6,0.2,1.1,0,,,,
356,Othell Wilson,74,17.0,4.4,1.8,3.9,0.0,0.2,0.7,1.0,0.5,1.3,2.9,1.0,0.2,1.3,0,,,,
357,Eddie Lee Wilkins,54,17.0,5.5,2.1,4.3,0.0,0.0,1.2,2.3,1.6,3.3,0.3,0.4,0.3,1.2,1,,,,
358,Chuck Aleksinas,74,15.1,5.1,2.2,4.6,0.0,0.0,0.7,1.0,1.2,2.5,0.5,0.2,0.2,1.0,0,,,,
359,Ron Anderson,36,14.4,5.8,2.3,5.4,0.0,0.1,1.1,1.4,1.1,1.4,0.9,0.3,0.2,0.9,1,,,,
360,Frank Brickowski,78,14.3,4.9,1.9,3.9,0.0,0.1,1.1,1.6,1.0,2.4,1.3,0.4,0.2,1.3,1,,,,
361,Ozell Jones,67,13.3,3.7,1.6,2.7,0.0,0.0,0.5,1.2,1.0,2.6,0.8,0.5,0.8,0.9,0,,,,
362,Devin Durrant,59,12.8,5.1,1.9,4.6,0.0,0.1,1.2,1.7,0.8,1.3,1.4,0.3,0.2,1.3,0,,,,
363,Jerome Kersey,77,12.4,6.1,2.3,4.8,0.0,0.0,1.5,2.4,1.2,1.4,0.8,0.6,0.4,0.9,1,,,,
364,Ron Cavenall,53,12.3,1.5,0.5,1.6,0.0,0.0,0.4,0.7,1.0,2.1,0.4,0.2,0.8,0.8,0,,,,
365,Jim Petersen,60,11.9,3.2,1.2,2.4,0.0,0.0,0.8,1.1,0.7,1.7,0.5,0.2,0.5,1.2,1,,,,
366,Tony Campbell,56,11.2,5.6,2.3,4.7,0.0,0.0,1.0,1.3,0.7,0.9,0.4,0.5,0.1,1.2,1,,,,
367,Lancaster Gordon,63,10.8,4.1,1.7,4.6,0.0,0.1,0.6,0.8,0.4,0.6,1.4,0.5,0.1,1.1,0,,,,
368,Gary Plummer,66,10.6,3.8,1.4,3.5,0.0,0.1,1.0,1.4,0.8,1.2,0.4,0.2,0.2,0.8,0,,,,
